2024-03-26 18:15:47,417 - DEBUG: Processing file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\1020418.json
2024-03-26 18:15:47,428 - DEBUG: Creating caption file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\4e87fd5eb9adc34574880ed08ad802d1.txt
2024-03-26 18:15:47,693 - DEBUG: Writing tag: toe claws, 
2024-03-26 18:15:47,693 - DEBUG: Writing tag: toes, 
2024-03-26 18:15:47,693 - DEBUG: Writing tag: tree, 
2024-03-26 18:15:47,693 - DEBUG: Writing tag: two tone hair, 
2024-03-26 18:15:47,693 - DEBUG: Writing tag: wide hips, 
2024-03-26 18:15:47,693 - DEBUG: Writing tag: winged arms, 
2024-03-26 18:15:47,693 - DEBUG: Writing tag: wings, 
2024-03-26 18:15:47,693 - DEBUG: Writing tag: by bonifasko, 
2024-03-26 18:15:47,693 - DEBUG: Writing tag: dota, 
2024-03-26 18:15:47,693 - DEBUG: Writing tag: european mythology, 
2024-03-26 18:15:47,693 - DEBUG: Writing tag: mythology, 
2024-03-26 18:15:47,693 - DEBUG: Writing tag: auroth the winter wyvern, 
2024-03-26 18:15:47,693 - DEBUG: Writing tag: dragon, 
2024-03-26 18:15:47,693 - DEBUG: Writing tag: mythological creature, 
2024-03-26 18:15:47,693 - DEBUG: Writing tag: mythological scalie, 
2024-03-26 18:15:47,693 - DEBUG: Writing tag: scalie, 
2024-03-26 18:15:47,693 - DEBUG: Writing tag: western dragon, 
2024-03-26 18:15:47,694 - DEBUG: Writing tag: 2021, 
2024-03-26 18:15:47,694 - DEBUG: Writing tag: digital media \(artwork\), 
2024-03-26 18:15:47,694 - DEBUG: Writing tag: full-length portrait, 
2024-03-26 18:15:47,694 - DEBUG: Writing tag: portrait, 
2024-03-26 18:15:47,694 - DEBUG: Writing tag: shaded, 
2024-03-26 18:15:47,695 - DEBUG: Processing file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\2725647.json
2024-03-26 18:15:47,696 - DEBUG: Creating caption file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\8ff34e3be366514eaf6444db0e3cbe6e.txt
2024-03-26 18:15:47,696 - DEBUG: Writing tag: anthro, 
2024-03-26 18:15:47,696 - DEBUG: Writing tag: anus, 
2024-03-26 18:15:47,696 - DEBUG: Writing tag: blue body, 
2024-03-26 18:15:47,696 - DEBUG: Writing tag: blue scales, 
2024-03-26 18:15:47,696 - DEBUG: Writing tag: butt, 
2024-03-26 18:15:47,696 - DEBUG: Writing tag: condom, 
2024-03-26 18:15:47,696 - DEBUG: Writing tag: detailed background, 
2024-03-26 18:15:47,696 - DEBUG: Writing tag: female, 
2024-03-26 18:15:47,696 - DEBUG: Writing tag: genitals, 
2024-03-26 18:15:47,696 - DEBUG: Writing tag: glowing, 
2024-03-26 18:15:47,696 - DEBUG: Writing tag: glowing genitalia, 
2024-03-26 18:15:47,696 - DEBUG: Writing tag: glowing pussy, 
2024-03-26 18:15:47,696 - DEBUG: Writing tag: green pussy, 
2024-03-26 18:15:47,696 - DEBUG: Writing tag: horizontal pussy, 
2024-03-26 18:15:47,696 - DEBUG: Writing tag: membrane \(anatomy\), 
2024-03-26 18:15:47,696 - DEBUG: Writing tag: membranous wings, 
2024-03-26 18:15:47,696 - DEBUG: Writing tag: open mouth, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: pussy, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: red cross, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: scales, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: sexual barrier device, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: smile, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: solo, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: tail, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: teeth, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: text, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: tongue, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: wings, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: by bitemylip, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: dota, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: european mythology, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: mythology, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: auroth the winter wyvern, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: dragon, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: mythological creature, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: mythological scalie, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: scalie, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: western dragon, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: wyvern, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: 2021, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: absurd res, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: digital media \(artwork\), 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: english text, 
2024-03-26 18:15:47,697 - DEBUG: Writing tag: hi res, 
2024-03-26 18:15:47,698 - DEBUG: Processing file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\2786224.json
2024-03-26 18:15:47,699 - DEBUG: Creating caption file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\633681daa39602fe3ff978022ebbe004.txt
2024-03-26 18:15:47,699 - DEBUG: Writing tag: back spikes, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: female, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: feral, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: fur, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: membrane \(anatomy\), 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: membranous wings, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: mountain, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: solo, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: spikes, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: spikes \(anatomy\), 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: spread wings, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: tail, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: waterfall, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: wings, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: by adrim, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: dota, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: european mythology, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: mythology, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: auroth the winter wyvern, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: winter wyvern, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: dragon, 
2024-03-26 18:15:47,699 - DEBUG: Writing tag: mythological creature, 
2024-03-26 18:15:47,700 - DEBUG: Writing tag: mythological scalie, 
2024-03-26 18:15:47,700 - DEBUG: Writing tag: scalie, 
2024-03-26 18:15:47,700 - DEBUG: Writing tag: western dragon, 
2024-03-26 18:15:47,700 - DEBUG: Writing tag: wyvern, 
2024-03-26 18:15:47,700 - DEBUG: Writing tag: 16:9, 
2024-03-26 18:15:47,700 - DEBUG: Writing tag: 4k, 
2024-03-26 18:15:47,700 - DEBUG: Writing tag: absurd res, 
2024-03-26 18:15:47,700 - DEBUG: Writing tag: hi res, 
2024-03-26 18:15:47,700 - DEBUG: Writing tag: widescreen, 
2024-03-26 18:15:47,700 - DEBUG: Processing file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\2799382.json
2024-03-26 18:15:47,702 - DEBUG: Creating caption file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\f5ee3db3ea4feea98097135ea37035bd.txt
2024-03-26 18:15:47,702 - DEBUG: Writing tag: anthro, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: anus, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: aurora \(phenomenon\), 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: big butt, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: blue anus, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: blue pussy, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: bodily fluids, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: butt, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: claws, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: clitoris, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: dialogue, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: dominant, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: dominant female, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: female, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: genital fluids, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: genitals, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: hair, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: huge butt, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: ice, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: imminent facesitting, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: imminent sex, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: looking at viewer, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: looking back, 
2024-03-26 18:15:47,702 - DEBUG: Writing tag: mature female, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: nude, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: plump labia, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: pussy, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: raised tail, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: rear view, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: scales, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: smile, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: solo, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: tail, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: teeth, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: text, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: thick thighs, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: tongue, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: vaginal fluids, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: wide hips, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: by wingedwilly, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: dota, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: european mythology, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: mythology, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: auroth the winter wyvern, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: dragon, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: mythological creature, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: mythological scalie, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: scalie, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: western dragon, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: wyvern, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: 2021, 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: digital media \(artwork\), 
2024-03-26 18:15:47,703 - DEBUG: Writing tag: english text, 
2024-03-26 18:15:47,703 - DEBUG: Processing file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\2901042.json
2024-03-26 18:15:47,704 - DEBUG: Creating caption file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\33730c7e3df8d237bb92b675dc4eed68.txt
2024-03-26 18:15:47,704 - DEBUG: Writing tag: black border, 
2024-03-26 18:15:47,704 - DEBUG: Writing tag: blue body, 
2024-03-26 18:15:47,704 - DEBUG: Writing tag: blue eyes, 
2024-03-26 18:15:47,704 - DEBUG: Writing tag: blue fur, 
2024-03-26 18:15:47,704 - DEBUG: Writing tag: border, 
2024-03-26 18:15:47,704 - DEBUG: Writing tag: container, 
2024-03-26 18:15:47,704 - DEBUG: Writing tag: cup, 
2024-03-26 18:15:47,704 - DEBUG: Writing tag: female, 
2024-03-26 18:15:47,704 - DEBUG: Writing tag: feral, 
2024-03-26 18:15:47,704 - DEBUG: Writing tag: fur, 
2024-03-26 18:15:47,704 - DEBUG: Writing tag: holding object, 
2024-03-26 18:15:47,704 - DEBUG: Writing tag: simple background, 
2024-03-26 18:15:47,704 - DEBUG: Writing tag: solo, 
2024-03-26 18:15:47,704 - DEBUG: Writing tag: wings, 
2024-03-26 18:15:47,704 - DEBUG: Writing tag: by aeveno_(artist), 
2024-03-26 18:15:47,704 - DEBUG: Writing tag: dota, 
2024-03-26 18:15:47,704 - DEBUG: Writing tag: european mythology, 
2024-03-26 18:15:47,704 - DEBUG: Writing tag: mythology, 
2024-03-26 18:15:47,704 - DEBUG: Writing tag: auroth the winter wyvern, 
2024-03-26 18:15:47,705 - DEBUG: Writing tag: dragon, 
2024-03-26 18:15:47,705 - DEBUG: Writing tag: mythological creature, 
2024-03-26 18:15:47,705 - DEBUG: Writing tag: mythological scalie, 
2024-03-26 18:15:47,705 - DEBUG: Writing tag: scalie, 
2024-03-26 18:15:47,705 - DEBUG: Writing tag: western dragon, 
2024-03-26 18:15:47,705 - DEBUG: Writing tag: wyvern, 
2024-03-26 18:15:47,705 - DEBUG: Writing tag: 1:1, 
2024-03-26 18:15:47,705 - DEBUG: Writing tag: half-length portrait, 
2024-03-26 18:15:47,705 - DEBUG: Writing tag: hi res, 
2024-03-26 18:15:47,705 - DEBUG: Writing tag: portrait, 
2024-03-26 18:15:47,706 - DEBUG: Processing file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\2913379.json
2024-03-26 18:15:47,707 - DEBUG: Creating caption file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\f3aaabaff3bd2b15f62da1a7e84c4852.txt
2024-03-26 18:15:47,708 - DEBUG: Writing tag: anthro, 
2024-03-26 18:15:47,708 - DEBUG: Writing tag: anthro penetrated, 
2024-03-26 18:15:47,708 - DEBUG: Writing tag: arm stockings, 
2024-03-26 18:15:47,708 - DEBUG: Writing tag: armwear, 
2024-03-26 18:15:47,708 - DEBUG: Writing tag: big breasts, 
2024-03-26 18:15:47,708 - DEBUG: Writing tag: blue body, 
2024-03-26 18:15:47,708 - DEBUG: Writing tag: blue nipples, 
2024-03-26 18:15:47,708 - DEBUG: Writing tag: blue pussy, 
2024-03-26 18:15:47,708 - DEBUG: Writing tag: blue scales, 
2024-03-26 18:15:47,708 - DEBUG: Writing tag: bodily fluids, 
2024-03-26 18:15:47,708 - DEBUG: Writing tag: breasts, 
2024-03-26 18:15:47,708 - DEBUG: Writing tag: cave, 
2024-03-26 18:15:47,708 - DEBUG: Writing tag: clitoris, 
2024-03-26 18:15:47,708 - DEBUG: Writing tag: clothing, 
2024-03-26 18:15:47,708 - DEBUG: Writing tag: cowgirl position, 
2024-03-26 18:15:47,708 - DEBUG: Writing tag: detailed background, 
2024-03-26 18:15:47,708 - DEBUG: Writing tag: duo, 
2024-03-26 18:15:47,708 - DEBUG: Writing tag: elbow gloves, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: faceless character, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: faceless male, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: female, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: female on top, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: female penetrated, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: from front position, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: genital fluids, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: genitals, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: gloves, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: handwear, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: huge breasts, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: human on anthro, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: human penetrating, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: human penetrating anthro, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: humanoid genitalia, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: humanoid penis, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: interspecies, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: legwear, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: male, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: male/female, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: male on bottom, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: male penetrating, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: male penetrating female, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: narrowed eyes, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: nipples, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: non-mammal breasts, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: on bottom, 
2024-03-26 18:15:47,709 - DEBUG: Writing tag: on top, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: penetration, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: penile, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: penile penetration, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: penis, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: penis in pussy, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: pink penis, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: pussy, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: scales, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: sex, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: small waist, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: stockings, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: tail, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: tan penis, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: thick thighs, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: thigh highs, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: three-quarter view, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: tongue, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: tongue out, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: vaginal, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: vaginal fluids, 
2024-03-26 18:15:47,710 - DEBUG: Writing tag: vaginal penetration, 
2024-03-26 18:15:47,711 - DEBUG: Writing tag: wide hips, 
2024-03-26 18:15:47,711 - DEBUG: Writing tag: by elzzombie, 
2024-03-26 18:15:47,711 - DEBUG: Writing tag: dota, 
2024-03-26 18:15:47,711 - DEBUG: Writing tag: european mythology, 
2024-03-26 18:15:47,711 - DEBUG: Writing tag: mythology, 
2024-03-26 18:15:47,711 - DEBUG: Writing tag: auroth the winter wyvern, 
2024-03-26 18:15:47,711 - DEBUG: Writing tag: winter wyvern, 
2024-03-26 18:15:47,711 - DEBUG: Writing tag: dragon, 
2024-03-26 18:15:47,711 - DEBUG: Writing tag: human, 
2024-03-26 18:15:47,711 - DEBUG: Writing tag: mammal, 
2024-03-26 18:15:47,711 - DEBUG: Writing tag: mythological creature, 
2024-03-26 18:15:47,711 - DEBUG: Writing tag: mythological scalie, 
2024-03-26 18:15:47,711 - DEBUG: Writing tag: scalie, 
2024-03-26 18:15:47,711 - DEBUG: Writing tag: western dragon, 
2024-03-26 18:15:47,711 - DEBUG: Writing tag: wyvern, 
2024-03-26 18:15:47,711 - DEBUG: Writing tag: digital media \(artwork\), 
2024-03-26 18:15:47,711 - DEBUG: Writing tag: shaded, 
2024-03-26 18:15:47,712 - DEBUG: Processing file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\2942660.json
2024-03-26 18:15:47,713 - DEBUG: Creating caption file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\cfbf55237aa7b66f6aa7df4e3ec77024.txt
2024-03-26 18:15:47,714 - DEBUG: Writing tag: anthro, 
2024-03-26 18:15:47,714 - DEBUG: Writing tag: anus, 
2024-03-26 18:15:47,714 - DEBUG: Writing tag: bedroom eyes, 
2024-03-26 18:15:47,714 - DEBUG: Writing tag: big breasts, 
2024-03-26 18:15:47,714 - DEBUG: Writing tag: big butt, 
2024-03-26 18:15:47,714 - DEBUG: Writing tag: blue insides, 
2024-03-26 18:15:47,714 - DEBUG: Writing tag: bodily fluids, 
2024-03-26 18:15:47,714 - DEBUG: Writing tag: breasts, 
2024-03-26 18:15:47,714 - DEBUG: Writing tag: butt, 
2024-03-26 18:15:47,714 - DEBUG: Writing tag: claws, 
2024-03-26 18:15:47,714 - DEBUG: Writing tag: clitoris, 
2024-03-26 18:15:47,714 - DEBUG: Writing tag: crown, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: cyanotic epithelium, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: dialogue, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: feet, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: female, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: folded, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: genital fluids, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: genitals, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: glowing, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: hair, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: headgear, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: huge breasts, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: huge butt, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: ice, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: legs up, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: looking at viewer, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: lying, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: mature female, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: narrowed eyes, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: nipples, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: nude, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: on back, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: plump labia, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: presenting, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: presenting pussy, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: pussy, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: scales, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: seductive, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: slightly chubby, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: smile, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: solo, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: spread legs, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: spreading, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: tail, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: talking to viewer, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: teeth, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: text, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: thick thighs, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: tongue, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: tongue out, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: wide hips, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: by wingedwilly, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: dota, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: european mythology, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: mythology, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: auroth the winter wyvern, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: dragon, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: mythological creature, 
2024-03-26 18:15:47,715 - DEBUG: Writing tag: mythological scalie, 
2024-03-26 18:15:47,716 - DEBUG: Writing tag: reptile, 
2024-03-26 18:15:47,716 - DEBUG: Writing tag: scalie, 
2024-03-26 18:15:47,716 - DEBUG: Writing tag: western dragon, 
2024-03-26 18:15:47,716 - DEBUG: Writing tag: wyvern, 
2024-03-26 18:15:47,716 - DEBUG: Processing file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\2942665.json
2024-03-26 18:15:47,717 - DEBUG: Creating caption file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\6919cd4a140fe46d135a905e8dbd5833.txt
2024-03-26 18:15:47,718 - DEBUG: Writing tag: anthro, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: anus, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: balls, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: bedroom eyes, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: big breasts, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: big butt, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: bodily fluids, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: breasts, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: butt, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: claws, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: crown, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: dominant, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: dominant gynomorph, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: dominant intersex, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: feet, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: genital fluids, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: genitals, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: glowing, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: gynomorph, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: hair, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: headgear, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: huge breasts, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: huge butt, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: ice, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: intersex, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: legs up, 
2024-03-26 18:15:47,718 - DEBUG: Writing tag: looking at viewer, 
2024-03-26 18:15:47,719 - DEBUG: Writing tag: lying, 
2024-03-26 18:15:47,719 - DEBUG: Writing tag: mature gynomorph, 
2024-03-26 18:15:47,719 - DEBUG: Writing tag: mature intersex, 
2024-03-26 18:15:47,719 - DEBUG: Writing tag: narrowed eyes, 
2024-03-26 18:15:47,719 - DEBUG: Writing tag: nipples, 
2024-03-26 18:15:47,719 - DEBUG: Writing tag: non-mammal balls, 
2024-03-26 18:15:47,719 - DEBUG: Writing tag: non-mammal breasts, 
2024-03-26 18:15:47,719 - DEBUG: Writing tag: non-mammal nipples, 
2024-03-26 18:15:47,719 - DEBUG: Writing tag: nude, 
